################################################################################
1/68: 	1.5000001610334786
2/68: 	1.6666666666666665
3/68: 	1.6666666666666665
4/68: 	1.666666911493881
5/68: 	1.5000001177256266
6/68: 	1.5
7/68: 	1.5000012479733154
8/68: 	1.5000000795378827
9/68: 	1.6666666672871995
10/68: 	1.500001025958608
11/68: 	1.500000000002875
12/68: 	1.500000631053224
13/68: 	1.5000000000091256
14/68: 	1.5000010241949011
15/68: 	1.5000015231997657
16/68: 	1.5000002828845376
17/68: 	1.5000000932041397
18/68: 	1.5000004992577833
19/68: 	1.6666668632612567
20/68: 	1.6666685283366036
21/68: 	1.5000011306264234
22/68: 	1.5
23/68: 	1.6666685548391307
24/68: 	1.5
25/68: 	1.5000015071307184
26/68: 	1.5000006614750412
27/68: 	1.5000000049327888
28/68: 	1.5000010265673296
29/68: 	1.5000012940189411
30/68: 	1.66666693797363
31/68: 	1.5
32/68: 	1.5000000007771086
33/68: 	1.5000009025925394
34/68: 	1.7500018918912321
35/68: 	1.5
36/68: 	1.500001068746409
37/68: 	1.7500017271549178
38/68: 	1.5000011694521413
39/68: 	1.5
40/68: 	1.5000005685915332
41/68: 	1.500001210057561
42/68: 	1.0
43/68: 	1.5
44/68: 	1.5
45/68: 	1.7500021924483606
46/68: 	1.5000014469957603
47/68: 	1.6666667156355268
48/68: 	1.7500020870385151
49/68: 	1.5000014162396749
50/68: 	1.500001345003222
51/68: 	1.5000005954071207
52/68: 	1.500000987124254
53/68: 	1.666668946197868
54/68: 	1.750001887645787
55/68: 	1.5
56/68: 	1.500000000075526
57/68: 	1.5
58/68: 	1.6666671377224813
59/68: 	1.5000014898900786
60/68: 	1.500000851933476
61/68: 	1.5000012740249677
62/68: 	1.7500014478345773
63/68: 	1.6666666666666665
64/68: 	1.5000011138502671
65/68: 	1.5000007728099485
66/68: 	1.5000000002376053
67/68: 	1.500001193098737
68/68: 	1.5000002461063242
